,symbol,date,open,close,volume,spread,up/down
1571,BTC,2017-08-16,4200.34,4376.63,2272040000.0,386.81,UP
1572,BTC,2017-08-17,4384.44,4331.69,2553360000.0,240.99,DOWN
1573,BTC,2017-08-18,4324.34,4160.62,2941710000.0,354.73,DOWN
1574,BTC,2017-08-19,4137.75,4193.7,2975820000.0,272.71,UP
1575,BTC,2017-08-20,4189.31,4087.66,2109770000.0,126.41,DOWN
1576,BTC,2017-08-21,4090.48,4001.74,2800890000.0,120.54,DOWN
1577,BTC,2017-08-22,3998.35,4100.52,3764240000.0,454.18,UP
1578,BTC,2017-08-23,4089.01,4151.52,2369820000.0,177.37,UP
1579,BTC,2017-08-24,4137.6,4334.68,2037750000.0,246.13,UP
1580,BTC,2017-08-25,4332.82,4371.6,1727970000.0,148.35,UP
1581,BTC,2017-08-26,4372.06,4352.4,1511610000.0,109.76,DOWN
1582,BTC,2017-08-27,4345.1,4382.88,1537460000.0,99.3,UP
1583,BTC,2017-08-28,4384.45,4382.66,1959330000.0,179.29,DOWN
1584,BTC,2017-08-29,4389.21,4579.02,2486080000.0,273.55,UP
1585,BTC,2017-08-30,4570.36,4565.3,1937850000.0,155.11,DOWN
1586,BTC,2017-08-31,4555.59,4703.39,1944930000.0,186.65,UP
1587,BTC,2017-09-01,4701.76,4892.01,2599080000.0,213.48,UP
1588,BTC,2017-09-02,4901.42,4578.77,2722140000.0,505.8,DOWN
1589,BTC,2017-09-03,4585.27,4582.96,1933190000.0,296.49,DOWN
1590,BTC,2017-09-04,4591.63,4236.31,2987330000.0,483.23,DOWN
1591,BTC,2017-09-05,4228.29,4376.53,2697970000.0,429.73,UP
1592,BTC,2017-09-06,4376.59,4597.12,2172100000.0,240.66,UP
1593,BTC,2017-09-07,4589.14,4599.88,1844620000.0,163.71,UP
1594,BTC,2017-09-08,4605.16,4228.75,2700890000.0,585.82,DOWN
1595,BTC,2017-09-09,4229.81,4226.06,1386230000.0,194.71,DOWN
1596,BTC,2017-09-10,4229.34,4122.94,1679090000.0,294.4,DOWN
1597,BTC,2017-09-11,4122.47,4161.27,1557330000.0,162.27,UP
1598,BTC,2017-09-12,4168.88,4130.81,1864530000.0,259.43,DOWN
1599,BTC,2017-09-13,4131.98,3882.59,2219410000.0,342.06,DOWN
1600,BTC,2017-09-14,3875.37,3154.95,2716310000.0,766.74,DOWN
1601,BTC,2017-09-15,3166.3,3637.52,4148070000.0,786.83,UP
1602,BTC,2017-09-16,3637.75,3625.04,1818400000.0,321.05,DOWN
1603,BTC,2017-09-17,3606.28,3582.88,1239150000.0,219.17,DOWN
1604,BTC,2017-09-18,3591.09,4065.2,1943210000.0,488.14,UP
1605,BTC,2017-09-19,4073.79,3924.97,1563980000.0,225.2,DOWN
1606,BTC,2017-09-20,3916.36,3905.95,1213830000.0,173.66,DOWN
1607,BTC,2017-09-21,3901.47,3631.04,1411480000.0,302.79,DOWN
1608,BTC,2017-09-22,3628.02,3630.7,1194830000.0,204.74,UP
1609,BTC,2017-09-23,3629.92,3792.4,928114000.0,224.63,UP
1610,BTC,2017-09-24,3796.15,3682.84,768015000.0,129.25,DOWN
1611,BTC,2017-09-25,3681.58,3926.07,1374210000.0,268.67,UP
1612,BTC,2017-09-26,3928.41,3892.35,1043740000.0,99.99,DOWN
1613,BTC,2017-09-27,3892.94,4200.67,1686880000.0,325.23,UP
1614,BTC,2017-09-28,4197.13,4174.73,1712320000.0,169.61,DOWN
1615,BTC,2017-09-29,4171.62,4163.07,1367050000.0,175.34,DOWN
1616,BTC,2017-09-30,4166.11,4338.71,1207450000.0,197.57,UP
1617,BTC,2017-10-01,4341.05,4403.74,1208210000.0,133.93,UP
1618,BTC,2017-10-02,4395.81,4409.32,1431730000.0,92.77,UP
1619,BTC,2017-10-03,4408.46,4317.48,1288020000.0,173.58,DOWN
1620,BTC,2017-10-04,4319.37,4229.36,1116770000.0,141.89,DOWN
1621,BTC,2017-10-05,4229.88,4328.41,1161770000.0,198.59,UP
1622,BTC,2017-10-06,4324.46,4370.81,1069940000.0,92.74,UP
1623,BTC,2017-10-07,4369.35,4426.89,906928000.0,122.83,UP
1624,BTC,2017-10-08,4429.67,4610.48,1313870000.0,218.5,UP
1625,BTC,2017-10-09,4614.52,4772.02,1968740000.0,314.46,UP
1626,BTC,2017-10-10,4776.21,4781.99,1597140000.0,157.07,UP
1627,BTC,2017-10-11,4789.25,4826.48,1222280000.0,122.1,UP
1628,BTC,2017-10-12,4829.58,5446.91,2791610000.0,624.91,UP
1629,BTC,2017-10-13,5464.16,5647.21,3615480000.0,403.45,UP
1630,BTC,2017-10-14,5643.53,5831.79,1669030000.0,246.06,UP
1631,BTC,2017-10-15,5835.96,5678.19,1976040000.0,373.87,DOWN
1632,BTC,2017-10-16,5687.57,5725.59,2008070000.0,232.02,UP
1633,BTC,2017-10-17,5741.58,5605.51,1821570000.0,327.63,DOWN
1634,BTC,2017-10-18,5603.82,5590.69,2399270000.0,452.38,DOWN
1635,BTC,2017-10-19,5583.74,5708.52,1780540000.0,213.29,UP
1636,BTC,2017-10-20,5708.11,6011.45,2354430000.0,432.88,UP
1637,BTC,2017-10-21,5996.79,6031.6,2207100000.0,229.81,UP
1638,BTC,2017-10-22,6036.66,6008.42,2034630000.0,283.92,DOWN
1639,BTC,2017-10-23,6006.0,5930.32,2401840000.0,343.12,DOWN
1640,BTC,2017-10-24,5935.52,5526.64,2735700000.0,431.34,DOWN
1641,BTC,2017-10-25,5524.6,5750.8,1966990000.0,356.45,UP
1642,BTC,2017-10-26,5747.95,5904.83,1905040000.0,255.58,UP
1643,BTC,2017-10-27,5899.74,5780.9,1710130000.0,259.57,DOWN
1644,BTC,2017-10-28,5787.82,5753.09,1403920000.0,187.53,DOWN
1645,BTC,2017-10-29,5754.44,6153.85,2859040000.0,531.13,UP
1646,BTC,2017-10-30,6114.85,6130.53,1772150000.0,174.14,UP
1647,BTC,2017-10-31,6132.02,6468.4,2311380000.0,367.1,UP
1648,BTC,2017-11-01,6440.97,6767.31,2870320000.0,389.43,UP
1649,BTC,2017-11-02,6777.77,7078.5,4653770000.0,608.61,UP
1650,BTC,2017-11-03,7087.53,7207.76,3369860000.0,458.35,UP
1651,BTC,2017-11-04,7164.48,7379.95,2483800000.0,461.58,UP
1652,BTC,2017-11-05,7404.52,7407.41,2380410000.0,284.29,UP
1653,BTC,2017-11-06,7403.22,7022.76,3111900000.0,438.46,DOWN
1654,BTC,2017-11-07,7023.1,7144.38,2326340000.0,230.22,UP
1655,BTC,2017-11-08,7141.38,7459.69,4602200000.0,662.4,UP
1656,BTC,2017-11-09,7446.83,7143.58,3226250000.0,345.31,DOWN
1657,BTC,2017-11-10,7173.73,6618.14,5208250000.0,875.13,DOWN
1658,BTC,2017-11-11,6618.61,6357.6,4908680000.0,668.93,DOWN
1659,BTC,2017-11-12,6295.45,5950.07,8957350000.0,1106.04,DOWN
1660,BTC,2017-11-13,5938.25,6559.49,6263250000.0,966.9,UP
1661,BTC,2017-11-14,6561.48,6635.75,3197110000.0,303.23,UP
1662,BTC,2017-11-15,6634.76,7315.54,4200880000.0,707.49,UP
1663,BTC,2017-11-16,7323.24,7871.69,5123810000.0,790.8,UP
1664,BTC,2017-11-17,7853.57,7708.99,4651670000.0,443.5,DOWN
1665,BTC,2017-11-18,7697.21,7790.15,3667190000.0,421.55,UP
1666,BTC,2017-11-19,7766.03,8036.49,3149320000.0,407.81,UP
1667,BTC,2017-11-20,8039.07,8200.64,3488450000.0,387.5,UP
1668,BTC,2017-11-21,8205.74,8071.26,4277610000.0,585.95,DOWN
1669,BTC,2017-11-22,8077.95,8253.55,3633530000.0,226.79,UP
1670,BTC,2017-11-23,8232.38,8038.77,4225180000.0,228.63,DOWN
1671,BTC,2017-11-24,8074.02,8253.69,5058610000.0,433.23,UP
1672,BTC,2017-11-25,8241.71,8790.92,4342060000.0,599.77,UP
1673,BTC,2017-11-26,8789.04,9330.55,5475580000.0,747.34,UP
1674,BTC,2017-11-27,9352.72,9818.35,5653320000.0,465.63,UP
1675,BTC,2017-11-28,9823.43,10058.8,6348820000.0,389.4,UP
1676,BTC,2017-11-29,10077.4,9888.61,11568800000.0,1916.37,DOWN
1677,BTC,2017-11-30,9906.79,10233.6,8310690000.0,1598.95,UP
1678,BTC,2017-12-01,10198.6,10975.6,6783120000.0,1352.05,UP
1679,BTC,2017-12-02,10978.3,11074.6,5138500000.0,415.1,UP
1680,BTC,2017-12-03,11082.7,11323.2,6608310000.0,996.7,UP
1681,BTC,2017-12-04,11315.4,11657.2,6132410000.0,575.4,UP
1682,BTC,2017-12-05,11685.7,11916.7,6895260000.0,427.4,UP
1683,BTC,2017-12-06,11923.4,14291.5,12656300000.0,2445.7,UP
1684,BTC,2017-12-07,14266.1,17899.7,17950700000.0,3842.4,UP
1685,BTC,2017-12-08,17802.9,16569.4,21136000000.0,4016.5,DOWN
1686,BTC,2017-12-09,16523.3,15178.2,13911300000.0,3108.1,DOWN
1687,BTC,2017-12-10,15168.4,15455.4,13433300000.0,2624.0,UP
1688,BTC,2017-12-11,15427.4,16936.8,12153900000.0,2109.1,UP
1689,BTC,2017-12-12,16919.8,17415.4,14603800000.0,1210.2,UP
1690,BTC,2017-12-13,17500.0,16408.2,12976900000.0,1613.4,DOWN
1691,BTC,2017-12-14,16384.6,16564.0,13777400000.0,899.9,UP
1692,BTC,2017-12-15,16601.3,17706.9,14310000000.0,1552.8,UP
1693,BTC,2017-12-16,17760.3,19497.4,12740600000.0,2201.4,UP
1694,BTC,2017-12-17,19475.8,19140.8,13314600000.0,1114.9,DOWN
1695,BTC,2017-12-18,19106.4,19114.2,14839500000.0,1015.1,UP
1696,BTC,2017-12-19,19118.3,17776.7,16894500000.0,1902.4,DOWN
1697,BTC,2017-12-20,17760.3,16624.6,22149700000.0,1857.0,DOWN
1698,BTC,2017-12-21,16642.4,15802.9,16516600000.0,2225.0,DOWN
1699,BTC,2017-12-22,15898.0,13831.8,22198000000.0,4110.4,DOWN
1700,BTC,2017-12-23,13948.7,14699.2,13086000000.0,1774.4,UP
1701,BTC,2017-12-24,14608.2,13925.8,11572300000.0,1878.3,DOWN
1702,BTC,2017-12-25,13995.9,14026.6,10664700000.0,1144.1,UP
1703,BTC,2017-12-26,14036.6,16099.8,13454300000.0,2432.3,UP
1704,BTC,2017-12-27,16163.5,15838.5,12487600000.0,1816.6,DOWN
1705,BTC,2017-12-28,15864.1,14606.5,12336500000.0,1951.1,DOWN
1706,BTC,2017-12-29,14695.8,14656.2,13025500000.0,972.0,DOWN
1707,BTC,2017-12-30,14681.9,12952.2,14452600000.0,2331.8,DOWN
1708,BTC,2017-12-31,12897.7,14156.4,12136300000.0,1621.8,UP
1709,BTC,2018-01-01,14112.2,13657.2,10291200000.0,957.5,DOWN
1710,BTC,2018-01-02,13625.0,14982.1,16846600000.0,2281.0,UP
1711,BTC,2018-01-03,14978.2,15201.0,16871900000.0,728.3,UP
1712,BTC,2018-01-04,15270.7,15599.2,21783200000.0,1217.5,UP
1713,BTC,2018-01-05,15477.2,17429.5,23840900000.0,2502.4,UP
1714,BTC,2018-01-06,17462.1,17527.0,18314600000.0,947.8,UP
1715,BTC,2018-01-07,17527.3,16477.6,15866000000.0,1491.9,DOWN
1716,BTC,2018-01-08,16476.2,15170.1,18413900000.0,2329.7,DOWN
1717,BTC,2018-01-09,15123.7,14595.4,16660000000.0,1073.5,DOWN
1718,BTC,2018-01-10,14588.5,14973.3,18500800000.0,1282.1,UP
1719,BTC,2018-01-11,14968.2,13405.8,16534100000.0,1912.9,DOWN
1720,BTC,2018-01-12,13453.9,13980.6,12065700000.0,1071.8,UP
1721,BTC,2018-01-13,13952.4,14360.2,12763600000.0,707.1,UP
1722,BTC,2018-01-14,14370.8,13772.0,11084100000.0,1243.8,DOWN
1723,BTC,2018-01-15,13767.3,13819.8,12750800000.0,803.8,UP
1724,BTC,2018-01-16,13836.1,11490.5,18853800000.0,3648.2,DOWN
1725,BTC,2018-01-17,11431.1,11188.6,18830600000.0,2275.71,DOWN
1726,BTC,2018-01-18,11198.8,11474.9,15020400000.0,1164.8,UP
1727,BTC,2018-01-19,11429.8,11607.4,10740400000.0,820.7,UP
1728,BTC,2018-01-20,11656.2,12899.2,11801700000.0,1446.8,UP
1729,BTC,2018-01-21,12889.2,11600.1,9935180000.0,1607.7,DOWN
1730,BTC,2018-01-22,11633.1,10931.4,10537400000.0,1726.2,DOWN
1731,BTC,2018-01-23,10944.5,10868.4,9660610000.0,1247.9,DOWN
1732,BTC,2018-01-24,10903.4,11359.4,9940990000.0,861.6,UP
1733,BTC,2018-01-25,11421.7,11259.4,8873170000.0,728.3,DOWN
1734,BTC,2018-01-26,11256.0,11171.4,9746200000.0,1186.4,DOWN
1735,BTC,2018-01-27,11174.9,11440.7,7583270000.0,625.7,UP
1736,BTC,2018-01-28,11475.3,11786.3,8350360000.0,565.0,UP
1737,BTC,2018-01-29,11755.5,11296.4,7107360000.0,696.4,DOWN
1738,BTC,2018-01-30,11306.8,10106.3,8637860000.0,1271.0,DOWN
1739,BTC,2018-01-31,10108.2,10221.1,8041160000.0,604.18,UP
1740,BTC,2018-02-01,10237.3,9170.54,9959400000.0,1476.52,DOWN
1741,BTC,2018-02-02,9142.28,8830.75,12726900000.0,1345.79,DOWN
1742,BTC,2018-02-03,8852.12,9174.91,7263790000.0,1179.12,UP
1743,BTC,2018-02-04,9175.7,8277.01,7073550000.0,1303.65,DOWN
1744,BTC,2018-02-05,8270.54,6955.27,9285290000.0,1608.16,DOWN
1745,BTC,2018-02-06,7051.75,7754.0,13999800000.0,1802.44,UP
1746,BTC,2018-02-07,7755.49,7621.3,9169280000.0,1272.32,DOWN
1747,BTC,2018-02-08,7637.86,8265.59,9346750000.0,920.91,UP
1748,BTC,2018-02-09,8271.84,8736.98,6784820000.0,852.27,UP
1749,BTC,2018-02-10,8720.08,8621.9,7780960000.0,827.08,DOWN
1750,BTC,2018-02-11,8616.13,8129.97,6122190000.0,685.03,DOWN
1751,BTC,2018-02-12,8141.43,8926.57,6256440000.0,844.49,UP
1752,BTC,2018-02-13,8926.72,8598.31,5696720000.0,503.06,DOWN
1753,BTC,2018-02-14,8599.92,9494.63,7909820000.0,918.62,UP
1754,BTC,2018-02-15,9488.32,10166.4,9062540000.0,839.22,UP
1755,BTC,2018-02-16,10135.7,10233.9,7296160000.0,499.28,UP
1756,BTC,2018-02-17,10207.5,11112.7,8660880000.0,990.1,UP
1757,BTC,2018-02-18,11123.4,10551.8,8744010000.0,1023.8,DOWN
1758,BTC,2018-02-19,10552.6,11225.3,7652090000.0,760.6,UP
1759,BTC,2018-02-20,11231.8,11403.7,9926540000.0,726.7,UP
1760,BTC,2018-02-21,11372.2,10690.4,9405340000.0,939.4,DOWN
1761,BTC,2018-02-22,10660.4,10005.0,8040080000.0,1100.01,DOWN
1762,BTC,2018-02-23,9937.07,10301.1,7739500000.0,752.74,UP
1763,BTC,2018-02-24,10287.7,9813.07,6917930000.0,1050.23,DOWN
1764,BTC,2018-02-25,9796.42,9664.73,5706940000.0,516.16,DOWN
1765,BTC,2018-02-26,9669.43,10366.7,7287690000.0,973.27,UP
1766,BTC,2018-02-27,10393.9,10725.6,6966180000.0,632.4,UP
1767,BTC,2018-02-28,10687.2,10397.9,6936190000.0,696.7,DOWN
1768,BTC,2018-03-01,10385.0,10951.0,7317280000.0,699.6,UP
1769,BTC,2018-03-02,10977.4,11086.4,7620590000.0,338.9,UP
1770,BTC,2018-03-03,11101.9,11489.7,6690570000.0,525.8,UP
1771,BTC,2018-03-04,11497.4,11512.6,6084150000.0,376.5,UP
1772,BTC,2018-03-05,11532.4,11573.3,6468540000.0,260.2,UP
1773,BTC,2018-03-06,11500.1,10779.9,6832170000.0,805.8,DOWN
1774,BTC,2018-03-07,10803.9,9965.57,8797910000.0,1237.38,DOWN
1775,BTC,2018-03-08,9951.44,9395.01,7186090000.0,811.53,DOWN
1776,BTC,2018-03-09,9414.69,9337.55,8704190000.0,953.32,DOWN
1777,BTC,2018-03-10,9350.59,8866.0,5386320000.0,702.85,DOWN
1778,BTC,2018-03-11,8852.78,9578.63,6296370000.0,1104.77,UP
1779,BTC,2018-03-12,9602.93,9205.12,6457400000.0,981.07,DOWN
1780,BTC,2018-03-13,9173.04,9194.85,5991140000.0,512.19,UP
1781,BTC,2018-03-14,9214.65,8269.81,6438230000.0,1287.26,DOWN
1782,BTC,2018-03-15,8290.76,8300.86,6834430000.0,645.3,UP
1783,BTC,2018-03-16,8322.91,8338.35,5289380000.0,579.84,UP
1784,BTC,2018-03-17,8321.91,7916.88,4426150000.0,533.71,DOWN
1785,BTC,2018-03-18,7890.52,8223.68,6639190000.0,847.52,UP
1786,BTC,2018-03-19,8344.12,8630.65,6729110000.0,493.47,UP
1787,BTC,2018-03-20,8619.67,8913.47,6361790000.0,661.13,UP
1788,BTC,2018-03-21,8937.48,8929.28,6043130000.0,331.04,DOWN
1789,BTC,2018-03-22,8939.44,8728.47,5530390000.0,535.81,DOWN
1790,BTC,2018-03-23,8736.25,8879.62,5954120000.0,519.0,UP
1791,BTC,2018-03-24,8901.95,8668.12,5664600000.0,330.48,DOWN
1792,BTC,2018-03-25,8612.81,8495.78,4569880000.0,232.91,DOWN
1793,BTC,2018-03-26,8498.47,8209.4,5921040000.0,608.65,DOWN
1794,BTC,2018-03-27,8200.0,7833.04,5378250000.0,435.5,DOWN
1795,BTC,2018-03-28,7836.83,7954.48,4935290000.0,313.72,UP
1796,BTC,2018-03-29,7979.07,7165.7,6361230000.0,912.95,DOWN
1797,BTC,2018-03-30,7171.45,6890.52,6289510000.0,592.73,DOWN
1798,BTC,2018-03-31,6892.48,6973.53,4553270000.0,344.33,UP
1799,BTC,2018-04-01,7003.06,6844.23,4532100000.0,534.08,DOWN
1800,BTC,2018-04-02,6844.86,7083.8,4333440000.0,318.89,UP
1801,BTC,2018-04-03,7102.26,7456.11,5499700000.0,458.45,UP
1802,BTC,2018-04-04,7456.41,6853.84,4936000000.0,666.0,DOWN
1803,BTC,2018-04-05,6848.65,6811.47,5639320000.0,289.02,DOWN
1804,BTC,2018-04-06,6815.96,6636.32,3766810000.0,282.49,DOWN
1805,BTC,2018-04-07,6630.51,6911.09,3976610000.0,420.03,UP
1806,BTC,2018-04-08,6919.98,7023.52,3652500000.0,191.58,UP
1807,BTC,2018-04-09,7044.32,6770.73,4894060000.0,516.12,DOWN
1808,BTC,2018-04-10,6795.44,6834.76,4272750000.0,168.26,UP
1809,BTC,2018-04-11,6843.47,6968.32,4641890000.0,150.73,UP
1810,BTC,2018-04-12,6955.38,7889.25,8906250000.0,1092.72,UP
1811,BTC,2018-04-13,7901.09,7895.96,7764460000.0,425.03,DOWN
1812,BTC,2018-04-14,7874.67,7986.24,5191430000.0,294.71,UP
1813,BTC,2018-04-15,7999.33,8329.11,5244480000.0,339.09,UP
1814,BTC,2018-04-16,8337.57,8058.67,5631310000.0,445.42,DOWN
1815,BTC,2018-04-17,8071.66,7902.09,6900880000.0,404.24,DOWN
1816,BTC,2018-04-18,7944.43,8163.42,6529910000.0,311.79,UP
1817,BTC,2018-04-19,8159.27,8294.31,7063210000.0,159.91,UP
1818,BTC,2018-04-20,8286.88,8845.83,8438110000.0,635.69,UP
1819,BTC,2018-04-21,8848.79,8895.58,7548550000.0,345.42,UP
1820,BTC,2018-04-22,8925.06,8802.46,6629900000.0,222.03,DOWN
1821,BTC,2018-04-23,8794.39,8930.88,6925190000.0,169.74,UP
1822,BTC,2018-04-24,8934.34,9697.5,10678800000.0,804.78,UP
1823,BTC,2018-04-25,9701.03,8845.74,11083100000.0,945.48,DOWN
1824,BTC,2018-04-26,8867.32,9281.51,8970560000.0,554.42,UP
1825,BTC,2018-04-27,9290.63,8987.05,7566290000.0,388.42,DOWN
1826,BTC,2018-04-28,8939.27,9348.48,7805480000.0,480.1,UP
1827,BTC,2018-04-29,9346.41,9419.08,8853000000.0,337.78,UP
1828,BTC,2018-04-30,9426.11,9240.55,8673920000.0,310.33,DOWN
1829,BTC,2018-05-01,9251.47,9119.01,7713020000.0,364.83,DOWN
1830,BTC,2018-05-02,9104.6,9235.92,7558160000.0,241.38,UP
1831,BTC,2018-05-03,9233.97,9743.86,10207300000.0,610.18,UP
1832,BTC,2018-05-04,9695.5,9700.76,8217830000.0,193.24,UP
1833,BTC,2018-05-05,9700.28,9858.15,7651940000.0,269.38,UP
1834,BTC,2018-05-06,9845.31,9654.8,7222280000.0,474.89,DOWN
1835,BTC,2018-05-07,9645.67,9373.01,7394020000.0,434.32,DOWN
1836,BTC,2018-05-08,9380.87,9234.82,7415870000.0,334.98,DOWN
1837,BTC,2018-05-09,9223.73,9325.18,7226890000.0,343.14,UP
1838,BTC,2018-05-10,9325.96,9043.94,6906700000.0,355.52,DOWN
1839,BTC,2018-05-11,9052.96,8441.49,8488520000.0,658.5,DOWN
1840,BTC,2018-05-12,8441.44,8504.89,6821380000.0,441.36,UP
1841,BTC,2018-05-13,8515.49,8723.94,5866380000.0,378.43,UP
1842,BTC,2018-05-14,8713.1,8716.79,7364150000.0,513.15,UP
1843,BTC,2018-05-15,8705.19,8510.38,6705710000.0,379.74,DOWN
1844,BTC,2018-05-16,8504.41,8368.83,6760220000.0,332.94,DOWN
1845,BTC,2018-05-17,8370.05,8094.32,5862530000.0,391.42,DOWN
1846,BTC,2018-05-18,8091.83,8250.97,5764190000.0,299.3,UP
1847,BTC,2018-05-19,8255.73,8247.18,4712400000.0,188.71,DOWN
1848,BTC,2018-05-20,8246.99,8513.25,5191060000.0,357.17,UP
1849,BTC,2018-05-21,8522.33,8418.99,5154990000.0,192.4,DOWN
1850,BTC,2018-05-22,8419.87,8041.78,5137010000.0,418.67,DOWN
1851,BTC,2018-05-23,8037.08,7557.82,6491120000.0,546.78,DOWN
1852,BTC,2018-05-24,7561.12,7587.34,6049220000.0,407.46,UP
1853,BTC,2018-05-25,7592.3,7480.14,4867830000.0,266.49,DOWN
1854,BTC,2018-05-26,7486.48,7355.88,4051540000.0,246.04,DOWN
1855,BTC,2018-05-27,7362.08,7368.22,4056520000.0,110.78,UP
1856,BTC,2018-05-28,7371.31,7135.99,5040600000.0,318.16,DOWN
1857,BTC,2018-05-29,7129.46,7472.59,5662660000.0,435.74,UP
1858,BTC,2018-05-30,7469.73,7406.52,4922540000.0,260.17,DOWN
1859,BTC,2018-05-31,7406.15,7494.17,5127130000.0,247.77,UP
1860,BTC,2018-06-01,7500.7,7541.45,4921460000.0,197.39,UP
1861,BTC,2018-06-02,7536.72,7643.45,4939300000.0,198.57,UP
1862,BTC,2018-06-03,7632.09,7720.25,4851760000.0,141.85,UP
1863,BTC,2018-06-04,7722.53,7514.47,4993170000.0,279.78,DOWN
1864,BTC,2018-06-05,7500.9,7633.76,4961740000.0,246.23,UP
1865,BTC,2018-06-06,7625.97,7653.98,4692260000.0,178.42,UP
1866,ETH,2015-08-07,2.83,2.77,164329.0,1.02,DOWN
1867,ETH,2015-08-08,2.79,0.753325,674188.0,2.09,DOWN
1868,ETH,2015-08-09,0.706136,0.701897,532170.0,0.25,DOWN
1869,ETH,2015-08-10,0.713989,0.708448,405283.0,0.09,DOWN
1870,ETH,2015-08-11,0.708087,1.07,1463100.0,0.47,UP
1871,ETH,2015-08-12,1.06,1.22,2150620.0,0.41,UP
1872,ETH,2015-08-13,1.22,1.83,4068680.0,0.8,UP
1873,ETH,2015-08-14,1.81,1.83,4637030.0,0.51,UP
1874,ETH,2015-08-15,1.8,1.69,2554360.0,0.31,DOWN
1875,ETH,2015-08-16,1.68,1.57,3550790.0,0.61,DOWN
1876,ETH,2015-08-17,1.58,1.2,1942830.0,0.39,DOWN
1877,ETH,2015-08-18,1.22,1.09,1485680.0,0.24,DOWN
1878,ETH,2015-08-19,1.17,1.26,1486240.0,0.15,UP
1879,ETH,2015-08-20,1.25,1.46,2843760.0,0.28,UP
1880,ETH,2015-08-21,1.48,1.4,2020970.0,0.21,DOWN
1881,ETH,2015-08-22,1.4,1.38,948310.0,0.13,DOWN
1882,ETH,2015-08-23,1.38,1.35,1589300.0,0.11,DOWN
1883,ETH,2015-08-24,1.35,1.23,924920.0,0.13,DOWN
1884,ETH,2015-08-25,1.23,1.14,1307180.0,0.11,DOWN
1885,ETH,2015-08-26,1.13,1.16,1056750.0,0.14,UP
1886,ETH,2015-08-27,1.17,1.15,686662.0,0.05,DOWN
1887,ETH,2015-08-28,1.15,1.19,721872.0,0.09,UP
1888,ETH,2015-08-29,1.19,1.18,375377.0,0.06,DOWN
1889,ETH,2015-08-30,1.18,1.32,1337650.0,0.2,UP
1890,ETH,2015-08-31,1.32,1.36,1447180.0,0.2,UP
1891,ETH,2015-09-01,1.35,1.35,778862.0,0.05,SAME
1892,ETH,2015-09-02,1.35,1.29,883769.0,0.09,DOWN
1893,ETH,2015-09-03,1.3,1.26,702991.0,0.1,DOWN
1894,ETH,2015-09-04,1.26,1.27,474391.0,0.06,UP
1895,ETH,2015-09-05,1.28,1.34,448453.0,0.07,UP
1896,ETH,2015-09-06,1.34,1.3,491968.0,0.08,DOWN
1897,ETH,2015-09-07,1.3,1.25,489014.0,0.07,DOWN
1898,ETH,2015-09-08,1.25,1.24,427892.0,0.05,DOWN
1899,ETH,2015-09-09,1.24,1.21,366748.0,0.06,DOWN
1900,ETH,2015-09-10,1.21,1.17,662782.0,0.08,DOWN
1901,ETH,2015-09-11,1.16,0.982978,1942600.0,0.23,DOWN
1902,ETH,2015-09-12,0.987228,1.04,772430.0,0.14,UP
1903,ETH,2015-09-13,1.04,0.936003,644138.0,0.14,DOWN
1904,ETH,2015-09-14,0.940566,0.8756219999999999,741085.0,0.08,DOWN
1905,ETH,2015-09-15,0.875189,0.94441,703390.0,0.17,UP
1906,ETH,2015-09-16,0.941977,0.907175,615593.0,0.05,DOWN
1907,ETH,2015-09-17,0.906865,0.874231,897940.0,0.08,DOWN
1908,ETH,2015-09-18,0.874574,0.853685,484622.0,0.05,DOWN
1909,ETH,2015-09-19,0.8496030000000001,0.882391,386988.0,0.08,UP
1910,ETH,2015-09-20,0.881191,0.938445,508314.0,0.07,UP
1911,ETH,2015-09-21,0.941496,0.919047,424039.0,0.08,DOWN
1912,ETH,2015-09-22,0.919337,0.901796,487914.0,0.05,DOWN
1913,ETH,2015-09-23,0.90356,0.8934059999999999,200541.0,0.02,DOWN
1914,ETH,2015-09-24,0.8967959999999999,0.81361,842505.0,0.12,DOWN
1915,ETH,2015-09-25,0.820031,0.736223,903457.0,0.11,DOWN
1916,ETH,2015-09-26,0.73763,0.785964,369620.0,0.08,UP
1917,ETH,2015-09-27,0.791277,0.720839,413801.0,0.07,DOWN
1918,ETH,2015-09-28,0.723715,0.582886,1320890.0,0.17,DOWN
1919,ETH,2015-09-29,0.579414,0.661146,913992.0,0.12,UP
1920,ETH,2015-09-30,0.661192,0.738644,619926.0,0.11,UP
1921,ETH,2015-10-01,0.7343069999999999,0.6902149999999999,596084.0,0.08,DOWN
1922,ETH,2015-10-02,0.683732,0.678574,219318.0,0.04,DOWN
1923,ETH,2015-10-03,0.678783,0.687171,163326.0,0.03,UP
1924,ETH,2015-10-04,0.686343,0.668379,103497.0,0.03,DOWN
1925,ETH,2015-10-05,0.666784,0.6286430000000001,234263.0,0.05,DOWN
1926,ETH,2015-10-06,0.622218,0.650645,262674.0,0.05,UP
1927,ETH,2015-10-07,0.650515,0.609388,218327.0,0.05,DOWN
1928,ETH,2015-10-08,0.6095010000000001,0.6217159999999999,310266.0,0.04,UP
1929,ETH,2015-10-09,0.655084,0.650628,386420.0,0.06,DOWN
1930,ETH,2015-10-10,0.641187,0.627857,141555.0,0.02,DOWN
